revision_id,product_sk,mrp,selling_price,effective_from,effective_to
502194,1621,437.29,390.44,2024-06-13,9999-12-31
502195,1622,1268.9,1132.95,2022-01-01,2023-05-19
502196,1622,1165.07,1040.24,2023-05-20,2024-01-21
502197,1622,1263.68,1128.29,2024-01-22,9999-12-31
502198,1623,1282.34,1144.95,2022-01-01,2023-09-18
502199,1623,1384.99,1236.6,2023-09-19,2023-10-08
502200,1623,1438.81,1284.65,2023-10-09,2023-11-01
502201,1623,1331.87,1189.17,2023-11-02,2024-07-14
502202,1623,1392.8,1243.57,2024-07-15,9999-12-31
502203,1624,1513.06,1350.95,2022-01-01,2024-08-05
502204,1624,1556.5,1389.73,2024-08-06,2024-09-13
502205,1624,1633.35,1458.35,2024-09-14,2024-10-17
502206,1624,1680.48,1500.43,2024-10-18,2024-10-30
502207,1624,1701.48,1519.18,2024-10-31,9999-12-31
502208,1625,114.18,101.95,2022-01-01,2023-10-15
502209,1625,113.36,101.21,2023-10-16,2024-01-04
502210,1625,118.03,105.38,2024-01-05,9999-12-31
502211,1626,91.78,81.95,2022-01-01,2023-06-08
502212,1626,96.73,86.37,2023-06-09,2023-08-15
502213,1626,104.18,93.02,2023-08-16,2024-01-19
502214,1626,111.06,99.16,2024-01-20,2024-04-26
502215,1626,106.77,95.33,2024-04-27,9999-12-31
502216,1627,66.02,58.95,2022-01-01,2024-06-07
502217,1627,69.69,62.22,2024-06-08,9999-12-31
502218,1628,189.22,168.95,2022-01-01,2023-05-06
502219,1628,191.95,171.38,2023-05-07,2023-05-09
502220,1628,177.5,158.48,2023-05-10,2023-05-26
502221,1628,178.98,159.8,2023-05-27,2023-10-07
502222,1628,190.38,169.98,2023-10-08,9999-12-31
502223,1629,221.7,197.95,2022-01-01,2023-06-19
502224,1629,234.02,208.95,2023-06-20,2024-05-28
502225,1629,232.41,207.51,2024-05-29,9999-12-31
502226,1630,983.3,877.95,2022-01-01,2024-02-28
502227,1630,951.81,849.83,2024-02-29,2024-05-04
502228,1630,997.1,890.27,2024-05-05,9999-12-31
502229,1631,469.22,418.95,2022-01-01,2024-03-21
502230,1631,522.88,466.86,2024-03-22,2024-04-19
502231,1631,558.56,498.71,2024-04-20,2024-10-09
502232,1631,605.09,540.26,2024-10-10,2024-10-31
502233,1631,606.04,541.11,2024-11-01,9999-12-31
502234,1632,361.7,322.95,2022-01-01,2024-10-24
502235,1632,372.57,332.65,2024-10-25,9999-12-31
502236,1633,483.78,431.95,2022-01-01,2023-08-17
502237,1633,517.62,462.16,2023-08-18,2024-10-26
502238,1633,567.44,506.64,2024-10-27,9999-12-31
502239,1634,456.9,407.95,2022-01-01,2024-06-06
502240,1634,487.2,435.0,2024-06-07,2024-06-10
502241,1634,487.32,435.11,2024-06-11,2024-09-08
502242,1634,523.86,467.73,2024-09-09,2024-11-08
502243,1634,534.34,477.09,2024-11-09,9999-12-31
502244,1635,108.58,96.95,2022-01-01,2023-05-12
502245,1635,114.23,101.99,2023-05-13,2023-08-16
502246,1635,122.24,109.14,2023-08-17,2024-08-11
502247,1635,138.86,123.98,2024-08-12,9999-12-31
502248,1636,59.3,52.95,2022-01-01,2024-05-24
502249,1636,63.65,56.83,2024-05-25,2024-10-27
502250,1636,69.36,61.93,2024-10-28,2024-11-06
502251,1636,74.42,66.45,2024-11-07,9999-12-31
502252,1637,48.1,42.95,2022-01-01,2023-05-23
502253,1637,47.6,42.5,2023-05-24,2023-10-19
502254,1637,53.58,47.84,2023-10-20,2024-09-06
502255,1637,55.59,49.63,2024-09-07,9999-12-31
502256,1638,89.54,79.95,2022-01-01,2024-02-10
502257,1638,96.75,86.38,2024-02-11,9999-12-31
502258,1639,1582.5,1412.95,2022-01-01,2023-09-05
502259,1639,1549.22,1383.23,2023-09-06,2024-05-14
502260,1639,1669.44,1490.57,2024-05-15,2024-06-09
502261,1639,1734.04,1548.25,2024-06-10,2024-09-19
502262,1639,1826.84,1631.11,2024-09-20,9999-12-31
502263,1640,21.22,18.95,2022-01-01,2023-07-05
502264,1640,19.54,17.45,2023-07-06,2023-11-13
502265,1640,18.98,16.95,2023-11-14,2024-05-25
502266,1640,19.28,17.21,2024-05-26,2024-08-25
502267,1640,20.46,18.27,2024-08-26,9999-12-31
502268,1641,587.94,524.95,2022-01-01,2023-04-01
502269,1641,624.02,557.16,2023-04-02,2024-01-25
502270,1641,631.81,564.12,2024-01-26,2024-01-26
502271,1641,651.94,582.09,2024-01-27,2024-04-22
502272,1641,720.2,643.04,2024-04-23,9999-12-31
502273,1642,374.02,333.95,2022-01-01,2023-12-26
502274,1642,402.99,359.81,2023-12-27,2024-05-31
502275,1642,435.57,388.9,2024-06-01,9999-12-31
502276,1643,214.98,191.95,2022-01-01,2023-03-05
502277,1643,221.48,197.75,2023-03-06,2023-06-22
502278,1643,229.86,205.23,2023-06-23,2023-12-14
502279,1643,237.85,212.37,2023-12-15,2024-07-29
502280,1643,256.66,229.16,2024-07-30,9999-12-31
502281,1644,475.94,424.95,2022-01-01,2023-11-05
502282,1644,509.4,454.82,2023-11-06,2023-12-23
502283,1644,503.63,449.67,2023-12-24,2024-09-07
502284,1644,463.15,413.53,2024-09-08,9999-12-31
502285,1645,96.26,85.95,2022-01-01,2023-04-14
502286,1645,105.87,94.53,2023-04-15,9999-12-31
502287,1646,1478.34,1319.95,2022-01-01,2023-03-03
502288,1646,1468.57,1311.22,2023-03-04,2023-11-13
502289,1646,1430.9,1277.59,2023-11-14,2023-11-28
502290,1646,1651.89,1474.9,2023-11-29,9999-12-31
502291,1647,351.62,313.95,2022-01-01,2023-10-05
502292,1647,372.9,332.95,2023-10-06,2024-03-09
502293,1647,387.11,345.63,2024-03-10,2024-04-04
502294,1647,381.32,340.46,2024-04-05,2024-08-04
502295,1647,406.62,363.05,2024-08-05,9999-12-31
502296,1648,262.02,233.95,2022-01-01,2023-04-17
502297,1648,269.28,240.43,2023-04-18,2023-04-29
502298,1648,287.25,256.47,2023-04-30,2024-05-23
502299,1648,304.28,271.68,2024-05-24,2024-10-20
502300,1648,351.15,313.53,2024-10-21,9999-12-31
502301,1649,162.34,144.95,2022-01-01,2024-06-30
502302,1649,166.97,149.08,2024-07-01,9999-12-31
502303,1650,95.14,84.95,2022-01-01,2023-06-06
502304,1650,99.49,88.83,2023-06-07,2023-12-06
502305,1650,105.16,93.89,2023-12-07,2024-07-11
502306,1650,117.0,104.46,2024-07-12,9999-12-31
502307,1651,471.46,420.95,2022-01-01,2023-11-18
502308,1651,489.45,437.01,2023-11-19,9999-12-31
502309,1652,342.66,305.95,2022-01-01,2023-05-26
502310,1652,406.16,362.64,2023-05-27,2023-08-08
502311,1652,443.68,396.14,2023-08-09,2024-04-22
502312,1652,481.11,429.56,2024-04-23,2024-07-30
502313,1652,492.89,440.08,2024-07-31,9999-12-31
502314,1653,119.78,106.95,2022-01-01,2023-06-30
502315,1653,129.86,115.95,2023-07-01,2023-12-05
502316,1653,135.78,121.23,2023-12-06,2024-01-17
502317,1653,158.16,141.21,2024-01-18,9999-12-31
502318,1654,200.42,178.95,2022-01-01,2023-11-05
502319,1654,200.63,179.13,2023-11-06,2024-07-18
502320,1654,204.02,182.16,2024-07-19,9999-12-31
502321,1655,69.38,61.95,2022-01-01,2023-09-12
502322,1655,75.58,67.48,2023-09-13,9999-12-31
502323,1656,242.98,216.95,2022-01-01,2023-07-30
502324,1656,261.51,233.49,2023-07-31,2023-12-24
502325,1656,282.52,252.25,2023-12-25,9999-12-31
502326,1657,755.94,674.95,2022-01-01,2023-03-24
502327,1657,766.05,683.97,2023-03-25,2023-06-29
502328,1657,814.54,727.27,2023-06-30,2023-07-09
502329,1657,910.46,812.91,2023-07-10,2024-01-08
502330,1657,971.42,867.34,2024-01-09,9999-12-31
502331,1658,52.58,46.95,2022-01-01,2024-01-03
502332,1658,54.31,48.49,2024-01-04,2024-06-28
502333,1658,57.8,51.61,2024-06-29,2024-07-25
502334,1658,63.22,56.45,2024-07-26,9999-12-31
502335,1659,92.9,82.95,2022-01-01,2023-08-12
502336,1659,99.55,88.88,2023-08-13,2023-09-01
502337,1659,95.14,84.95,2023-09-02,2024-02-17
502338,1659,101.45,90.58,2024-02-18,2024-10-06
502339,1659,110.26,98.45,2024-10-07,9999-12-31
502340,1660,89.54,79.95,2022-01-01,2023-04-19
502341,1660,98.96,88.36,2023-04-20,2023-09-21
502342,1660,113.85,101.65,2023-09-22,2024-04-10
502343,1660,119.94,107.09,2024-04-11,9999-12-31
502344,1661,247.46,220.95,2022-01-01,2024-03-24
502345,1661,286.53,255.83,2024-03-25,2024-04-15
502346,1661,297.29,265.44,2024-04-16,2024-07-30
502347,1661,318.07,283.99,2024-07-31,2024-10-24
502348,1661,332.42,296.8,2024-10-25,9999-12-31
502349,1662,228.42,203.95,2022-01-01,2023-10-25
502350,1662,220.14,196.55,2023-10-26,9999-12-31
502351,1663,322.5,287.95,2022-01-01,2023-04-14
502352,1663,320.14,285.84,2023-04-15,2023-09-29
502353,1663,329.83,294.49,2023-09-30,2024-08-24
502354,1663,383.17,342.12,2024-08-25,2024-10-19
502355,1663,396.47,353.99,2024-10-20,9999-12-31
502356,1664,1259.94,1124.95,2022-01-01,2023-09-10
502357,1664,1155.62,1031.8,2023-09-11,2023-11-26
502358,1664,1193.95,1066.03,2023-11-27,2024-02-10
502359,1664,1243.89,1110.62,2024-02-11,2024-04-24
502360,1664,1178.93,1052.62,2024-04-25,9999-12-31
502361,1665,518.5,462.95,2022-01-01,2024-01-17
502362,1665,537.82,480.2,2024-01-18,2024-01-22
502363,1665,605.37,540.51,2024-01-23,9999-12-31
502364,1666,78.34,69.95,2022-01-01,2023-07-04
502365,1666,83.37,74.44,2023-07-05,2023-09-21
502366,1666,81.82,73.05,2023-09-22,2024-10-30
502367,1666,81.87,73.1,2024-10-31,2024-10-31
502368,1666,85.01,75.9,2024-11-01,9999-12-31
502369,1667,206.02,183.95,2022-01-01,2023-07-02
502370,1667,229.29,204.72,2023-07-03,2023-11-24
502371,1667,243.84,217.71,2023-11-25,9999-12-31
502372,1668,119.78,106.95,2022-01-01,2024-05-31
502373,1668,121.82,108.77,2024-06-01,9999-12-31
502374,1669,94.02,83.95,2022-01-01,2023-05-27
502375,1669,90.6,80.89,2023-05-28,2023-10-26
502376,1669,91.41,81.62,2023-10-27,2024-09-11
502377,1669,98.02,87.52,2024-09-12,9999-12-31
502378,1670,185.86,165.95,2022-01-01,2023-10-27
502379,1670,199.46,178.09,2023-10-28,9999-12-31
502380,1671,64.9,57.95,2022-01-01,2023-05-14
502381,1671,69.92,62.43,2023-05-15,2024-01-17
502382,1671,74.59,66.6,2024-01-18,2024-05-30
502383,1671,83.83,74.85,2024-05-31,2024-07-13
502384,1671,90.2,80.54,2024-07-14,9999-12-31
502385,1672,1410.02,1258.95,2022-01-01,2023-08-27
502386,1672,1487.57,1328.19,2023-08-28,2024-01-23
502387,1672,1533.01,1368.76,2024-01-24,2024-02-06
502388,1672,1556.44,1389.68,2024-02-07,2024-06-09
502389,1672,1596.92,1425.82,2024-06-10,9999-12-31
502390,1673,25.7,22.95,2022-01-01,2024-04-09
502391,1673,24.6,21.96,2024-04-10,2024-11-07
502392,1673,25.89,23.12,2024-11-08,9999-12-31
502393,1674,143.3,127.95,2022-01-01,2023-12-30
502394,1674,153.27,136.85,2023-12-31,2024-03-17
502395,1674,170.42,152.16,2024-03-18,2024-07-22
502396,1674,176.12,157.25,2024-07-23,2024-08-13
502397,1674,182.19,162.67,2024-08-14,9999-12-31
502398,1675,380.74,339.95,2022-01-01,2023-11-22
502399,1675,408.28,364.54,2023-11-23,9999-12-31
502400,1676,180.26,160.95,2022-01-01,2023-06-12
502401,1676,183.52,163.86,2023-06-13,2024-11-05
502402,1676,195.83,174.85,2024-11-06,9999-12-31
502403,1677,703.3,627.95,2022-01-01,2024-07-14
502404,1677,759.27,677.92,2024-07-15,2024-08-11
502405,1677,747.56,667.46,2024-08-12,2024-09-24
502406,1677,749.95,669.6,2024-09-25,9999-12-31
502407,1678,182.5,162.95,2022-01-01,2023-12-11
502408,1678,192.88,172.21,2023-12-12,9999-12-31
502409,1679,296.74,264.95,2022-01-01,2023-04-02
502410,1679,300.07,267.92,2023-04-03,2023-05-23
502411,1679,339.44,303.07,2023-05-24,2023-09-18
502412,1679,377.34,336.91,2023-09-19,2024-03-16
502413,1679,384.08,342.93,2024-03-17,9999-12-31
502414,1680,375.14,334.95,2022-01-01,2024-08-16
502415,1680,418.32,373.5,2024-08-17,9999-12-31
502416,1681,436.74,389.95,2022-01-01,2023-07-18
502417,1681,454.68,405.96,2023-07-19,2024-05-06
502418,1681,449.52,401.36,2024-05-07,9999-12-31
502419,1682,311.3,277.95,2022-01-01,2024-02-03
502420,1682,352.88,315.07,2024-02-04,2024-03-24
502421,1682,372.37,332.47,2024-03-25,2024-08-29
502422,1682,395.4,353.04,2024-08-30,2024-09-12
502423,1682,383.68,342.57,2024-09-13,9999-12-31
502424,1683,89.54,79.95,2022-01-01,2023-11-29
502425,1683,91.71,81.88,2023-11-30,2024-03-26
502426,1683,91.77,81.94,2024-03-27,2024-04-15
502427,1683,94.46,84.34,2024-04-16,2024-08-28
502428,1683,91.63,81.81,2024-08-29,9999-12-31
502429,1684,381.86,340.95,2022-01-01,2023-03-20
502430,1684,413.49,369.19,2023-03-21,2023-07-04
502431,1684,394.35,352.1,2023-07-05,2023-08-02
502432,1684,385.9,344.55,2023-08-03,2024-01-16
502433,1684,415.4,370.89,2024-01-17,9999-12-31
502434,1685,73.86,65.95,2022-01-01,2024-09-17
502435,1685,75.62,67.52,2024-09-18,9999-12-31
502436,1686,545.38,486.95,2022-01-01,2023-08-09
502437,1686,633.74,565.84,2023-08-10,2023-09-21
502438,1686,670.99,599.1,2023-09-22,2024-01-06
502439,1686,775.61,692.51,2024-01-07,9999-12-31
502440,1687,213.86,190.95,2022-01-01,2023-10-13
502441,1687,217.55,194.24,2023-10-14,2024-10-20
502442,1687,238.87,213.28,2024-10-21,9999-12-31
502443,1688,127.62,113.95,2022-01-01,2024-09-05
502444,1688,121.14,108.16,2024-09-06,9999-12-31
502445,1689,191.46,170.95,2022-01-01,2023-05-27
502446,1689,203.58,181.77,2023-05-28,2023-06-17
502447,1689,204.04,182.18,2023-06-18,2023-12-30
502448,1689,208.82,186.45,2023-12-31,2023-12-31
502449,1689,232.13,207.26,2024-01-01,9999-12-31
502450,1690,148.9,132.95,2022-01-01,2023-11-18
502451,1690,163.67,146.13,2023-11-19,2024-02-18
502452,1690,177.31,158.31,2024-02-19,2024-03-22
502453,1690,184.07,164.35,2024-03-23,2024-05-10
502454,1690,189.25,168.97,2024-05-11,9999-12-31
502455,1691,1432.42,1278.95,2022-01-01,2023-04-06
502456,1691,1548.89,1382.94,2023-04-07,2023-04-27
502457,1691,1649.3,1472.59,2023-04-28,2024-02-09
502458,1691,1698.76,1516.75,2024-02-10,9999-12-31
502459,1692,353.86,315.95,2022-01-01,2023-12-17
502460,1692,400.81,357.87,2023-12-18,2024-09-27
502461,1692,395.14,352.8,2024-09-28,9999-12-31
502462,1693,521.86,465.95,2022-01-01,2023-05-19
502463,1693,518.76,463.18,2023-05-20,2023-07-22
502464,1693,578.02,516.09,2023-07-23,2023-08-08
502465,1693,594.57,530.87,2023-08-09,2024-05-04
502466,1693,619.51,553.13,2024-05-05,9999-12-31
502467,1694,36.9,32.95,2022-01-01,2023-08-09
502468,1694,36.24,32.36,2023-08-10,2024-01-10
502469,1694,40.05,35.76,2024-01-11,2024-08-28
502470,1694,39.09,34.9,2024-08-29,2024-10-04
502471,1694,40.1,35.8,2024-10-05,9999-12-31
502472,1695,368.42,328.95,2022-01-01,2023-12-28
502473,1695,333.69,297.94,2023-12-29,2024-07-25
502474,1695,371.71,331.88,2024-07-26,9999-12-31
502475,1696,198.18,176.95,2022-01-01,2023-08-17
502476,1696,225.56,201.39,2023-08-18,2023-12-08
502477,1696,213.36,190.5,2023-12-09,9999-12-31
502478,1697,148.9,132.95,2022-01-01,2024-09-06
502479,1697,148.34,132.45,2024-09-07,9999-12-31
502480,1698,354.98,316.95,2022-01-01,2023-12-26
502481,1698,384.07,342.92,2023-12-27,2024-08-24
502482,1698,415.12,370.64,2024-08-25,9999-12-31
502483,1699,774.98,691.95,2022-01-01,2024-01-02
502484,1699,776.09,692.94,2024-01-03,2024-03-13
502485,1699,775.56,692.46,2024-03-14,2024-08-02
502486,1699,848.09,757.22,2024-08-03,9999-12-31
502487,1700,171.3,152.95,2022-01-01,2023-08-28
502488,1700,171.23,152.88,2023-08-29,2023-10-10
502489,1700,180.62,161.27,2023-10-11,2024-07-23
502490,1700,195.22,174.3,2024-07-24,2024-08-01
502491,1700,203.28,181.5,2024-08-02,9999-12-31
502492,1701,430.02,383.95,2022-01-01,2024-01-27
502493,1701,460.61,411.26,2024-01-28,2024-02-18
502494,1701,499.28,445.79,2024-02-19,2024-08-16
502495,1701,526.4,470.0,2024-08-17,2024-11-04
502496,1701,578.79,516.78,2024-11-05,9999-12-31
502497,1702,287.78,256.95,2022-01-01,2023-09-14
502498,1702,320.78,286.41,2023-09-15,2023-11-12
502499,1702,339.79,303.38,2023-11-13,2024-02-27
502500,1702,374.82,334.66,2024-02-28,2024-04-08
502501,1702,406.67,363.1,2024-04-09,9999-12-31
502502,1703,318.02,283.95,2022-01-01,2023-03-13
502503,1703,318.91,284.74,2023-03-14,2024-08-20
502504,1703,326.32,291.36,2024-08-21,2024-09-12
502505,1703,330.3,294.91,2024-09-13,2024-09-30
502506,1703,381.0,340.18,2024-10-01,9999-12-31
502507,1704,446.82,398.95,2022-01-01,2024-06-23
502508,1704,471.54,421.02,2024-06-24,2024-11-09
502509,1704,479.16,427.82,2024-11-10,2024-11-11
502510,1704,476.29,425.26,2024-11-12,9999-12-31
502511,1705,480.42,428.95,2022-01-01,2023-07-21
502512,1705,524.24,468.07,2023-07-22,2024-06-01
502513,1705,552.92,493.68,2024-06-02,2024-06-08
502514,1705,627.86,560.59,2024-06-09,9999-12-31
502515,1706,906.02,808.95,2022-01-01,2023-04-27
502516,1706,1018.64,909.5,2023-04-28,2023-05-29
502517,1706,1044.08,932.21,2023-05-30,2023-06-14
502518,1706,1125.32,1004.75,2023-06-15,2023-07-23
502519,1706,1119.93,999.94,2023-07-24,9999-12-31
502520,1707,48.1,42.95,2022-01-01,2024-04-17
502521,1707,52.17,46.58,2024-04-18,2024-07-06
502522,1707,59.53,53.15,2024-07-07,2024-08-14
502523,1707,61.57,54.97,2024-08-15,9999-12-31
502524,1708,90.66,80.95,2022-01-01,2023-10-06
502525,1708,101.93,91.01,2023-10-07,9999-12-31
502526,1709,150.02,133.95,2022-01-01,2024-09-19
502527,1709,155.47,138.81,2024-09-20,2024-11-12
502528,1709,158.86,141.84,2024-11-13,9999-12-31
502529,1710,86.18,76.95,2022-01-01,2023-07-17
502530,1710,91.64,81.82,2023-07-18,2024-02-02
502531,1710,99.06,88.45,2024-02-03,2024-08-04
502532,1710,99.12,88.5,2024-08-05,9999-12-31
502533,1711,503.94,449.95,2022-01-01,2023-11-11
502534,1711,531.07,474.17,2023-11-12,2024-03-15
502535,1711,555.65,496.12,2024-03-16,2024-09-08
502536,1711,636.19,568.03,2024-09-09,9999-12-31
502537,1712,78.34,69.95,2022-01-01,2024-05-19
502538,1712,82.36,73.54,2024-05-20,2024-07-03
502539,1712,92.28,82.39,2024-07-04,2024-09-13
502540,1712,103.88,92.75,2024-09-14,9999-12-31
502541,1713,228.42,203.95,2022-01-01,2023-12-19
502542,1713,241.36,215.5,2023-12-20,2024-05-01
502543,1713,229.48,204.89,2024-05-02,2024-10-18
502544,1713,248.28,221.68,2024-10-19,9999-12-31
502545,1714,869.06,775.95,2022-01-01,2023-07-25
502546,1714,927.57,828.19,2023-07-26,2024-05-05
502547,1714,996.06,889.34,2024-05-06,2024-07-16
502548,1714,1097.45,979.87,2024-07-17,9999-12-31
502549,1715,290.02,258.95,2022-01-01,2023-04-09
502550,1715,304.66,272.02,2023-04-10,2023-06-07
502551,1715,319.95,285.67,2023-06-08,2024-10-06
502552,1715,362.48,323.64,2024-10-07,9999-12-31
502553,1716,70.5,62.95,2022-01-01,2024-02-10
502554,1716,73.23,65.38,2024-02-11,9999-12-31
502555,1717,199.3,177.95,2022-01-01,2023-11-27
502556,1717,216.41,193.22,2023-11-28,2024-06-12
502557,1717,238.53,212.97,2024-06-13,2024-09-13
502558,1717,246.92,220.46,2024-09-14,9999-12-31
502559,1718,1208.42,1078.95,2022-01-01,2023-08-26
502560,1718,1231.08,1099.18,2023-08-27,2024-02-15
502561,1718,1217.16,1086.75,2024-02-16,2024-07-14
502562,1718,1244.72,1111.36,2024-07-15,2024-09-06
502563,1718,1396.3,1246.7,2024-09-07,9999-12-31
502564,1719,255.3,227.95,2022-01-01,2023-11-26
502565,1719,236.76,211.39,2023-11-27,2024-08-29
502566,1719,245.65,219.33,2024-08-30,2024-09-15
502567,1719,250.96,224.07,2024-09-16,9999-12-31
502568,1720,165.7,147.95,2022-01-01,2023-09-16
502569,1720,166.44,148.61,2023-09-17,2023-12-19
502570,1720,177.82,158.77,2023-12-20,2024-11-14
502571,1720,178.73,159.58,2024-11-15,9999-12-31
502572,1721,66.02,58.95,2022-01-01,2024-03-03
502573,1721,66.49,59.37,2024-03-04,2024-04-20
502574,1721,74.51,66.53,2024-04-21,9999-12-31
502575,1722,109.7,97.95,2022-01-01,2024-01-06
502576,1722,115.76,103.36,2024-01-07,2024-06-25
502577,1722,125.2,111.79,2024-06-26,2024-09-04
502578,1722,128.58,114.8,2024-09-05,2024-11-06
502579,1722,122.81,109.65,2024-11-07,9999-12-31
502580,1723,284.42,253.95,2022-01-01,2024-02-14
502581,1723,284.57,254.08,2024-02-15,2024-07-07
502582,1723,305.38,272.66,2024-07-08,2024-08-24
502583,1723,329.97,294.62,2024-08-25,9999-12-31
502584,1724,13.38,11.95,2022-01-01,2023-04-09
502585,1724,14.99,13.38,2023-04-10,2023-10-17
502586,1724,16.84,15.04,2023-10-18,2024-02-08
502587,1724,16.08,14.36,2024-02-09,2024-04-08
502588,1724,16.62,14.84,2024-04-09,9999-12-31
502589,1725,186.98,166.95,2022-01-01,2023-08-04
502590,1725,171.15,152.81,2023-08-05,2023-11-19
502591,1725,182.11,162.6,2023-11-20,2024-08-21
502592,1725,188.5,168.3,2024-08-22,9999-12-31
502593,1726,52.58,46.95,2022-01-01,2024-01-11
502594,1726,51.91,46.35,2024-01-12,2024-05-07
502595,1726,55.53,49.58,2024-05-08,9999-12-31
502596,1727,244.1,217.95,2022-01-01,2023-08-06
502597,1727,264.94,236.55,2023-08-07,2023-12-17
502598,1727,274.95,245.49,2023-12-18,2023-12-21
502599,1727,274.83,245.38,2023-12-22,9999-12-31
502600,1728,390.82,348.95,2022-01-01,2023-06-13
502601,1728,448.64,400.57,2023-06-14,2023-09-09
502602,1728,472.35,421.74,2023-09-10,2024-05-15
502603,1728,472.12,421.54,2024-05-16,2024-08-12
502604,1728,471.93,421.37,2024-08-13,9999-12-31
502605,1729,244.1,217.95,2022-01-01,2023-10-10
502606,1729,255.55,228.17,2023-10-11,2023-11-25
502607,1729,285.54,254.95,2023-11-26,2024-02-02
502608,1729,309.8,276.61,2024-02-03,2024-06-07
502609,1729,302.41,270.01,2024-06-08,9999-12-31
502610,1730,116.42,103.95,2022-01-01,2023-08-10
502611,1730,115.26,102.91,2023-08-11,2024-01-13
502612,1730,113.36,101.21,2024-01-14,2024-06-04
502613,1730,110.43,98.6,2024-06-05,2024-10-19
502614,1730,117.11,104.56,2024-10-20,9999-12-31
502615,1731,201.54,179.95,2022-01-01,2024-08-25
502616,1731,218.0,194.64,2024-08-26,9999-12-31
502617,1732,95.14,84.95,2022-01-01,2023-09-06
502618,1732,92.33,82.44,2023-09-07,2024-01-17
502619,1732,102.13,91.19,2024-01-18,2024-08-27
502620,1732,112.34,100.3,2024-08-28,2024-10-19
502621,1732,119.22,106.45,2024-10-20,9999-12-31
502622,1733,70.5,62.95,2022-01-01,2024-08-26
502623,1733,73.35,65.49,2024-08-27,2024-10-09
502624,1733,78.61,70.19,2024-10-10,2024-10-16
502625,1733,80.05,71.47,2024-10-17,2024-10-22
502626,1733,86.39,77.13,2024-10-23,9999-12-31
502627,1734,192.58,171.95,2022-01-01,2023-09-25
502628,1734,177.64,158.61,2023-09-26,9999-12-31
502629,1735,111.94,99.95,2022-01-01,2024-02-15
502630,1735,112.5,100.45,2024-02-16,2024-09-22
502631,1735,122.99,109.81,2024-09-23,2024-10-14
502632,1735,134.0,119.64,2024-10-15,9999-12-31
502633,1736,749.22,668.95,2022-01-01,2023-11-01
502634,1736,722.43,645.03,2023-11-02,2024-02-23
502635,1736,756.92,675.82,2024-02-24,2024-05-05
502636,1736,855.29,763.65,2024-05-06,9999-12-31
502637,1737,370.66,330.95,2022-01-01,2023-11-21
502638,1737,355.17,317.12,2023-11-22,2024-06-30
502639,1737,392.94,350.84,2024-07-01,9999-12-31
502640,1738,248.58,221.95,2022-01-01,2024-01-18
502641,1738,242.05,216.12,2024-01-19,2024-10-15
502642,1738,271.43,242.35,2024-10-16,9999-12-31
502643,1739,864.58,771.95,2022-01-01,2024-03-09
502644,1739,925.34,826.2,2024-03-10,9999-12-31
502645,1740,559.94,499.95,2022-01-01,2024-04-18
502646,1740,605.09,540.26,2024-04-19,2024-04-25
502647,1740,559.59,499.63,2024-04-26,2024-04-27
502648,1740,570.82,509.66,2024-04-28,9999-12-31
502649,1741,116.42,103.95,2022-01-01,2024-08-27
502650,1741,114.95,102.63,2024-08-28,9999-12-31
502651,1742,1184.9,1057.95,2022-01-01,2024-08-17
502652,1742,1171.64,1046.11,2024-08-18,9999-12-31
502653,1743,13.38,11.95,2022-01-01,2023-06-06
502654,1743,14.17,12.65,2023-06-07,2024-02-26
502655,1743,15.77,14.08,2024-02-27,2024-03-27
502656,1743,16.42,14.66,2024-03-28,2024-05-29
502657,1743,17.24,15.39,2024-05-30,9999-12-31
502658,1744,294.5,262.95,2022-01-01,2023-06-18
502659,1744,314.66,280.95,2023-06-19,2024-04-07
502660,1744,329.09,293.83,2024-04-08,2024-04-22
502661,1744,370.98,331.23,2024-04-23,2024-10-13
502662,1744,408.82,365.02,2024-10-14,9999-12-31
502663,1745,412.1,367.95,2022-01-01,2024-04-13
502664,1745,447.91,399.92,2024-04-14,9999-12-31
502665,1746,682.02,608.95,2022-01-01,2023-07-09
502666,1746,725.26,647.55,2023-07-10,2023-07-18
502667,1746,731.65,653.26,2023-07-19,2024-05-27
502668,1746,786.16,701.93,2024-05-28,2024-10-19
502669,1746,854.73,763.15,2024-10-20,9999-12-31
502670,1747,291.14,259.95,2022-01-01,2024-03-08
502671,1747,288.42,257.52,2024-03-09,2024-07-14
502672,1747,288.41,257.51,2024-07-15,2024-07-29
502673,1747,312.56,279.07,2024-07-30,2024-09-01
502674,1747,327.64,292.54,2024-09-02,9999-12-31
502675,1748,119.78,106.95,2022-01-01,2023-10-09
502676,1748,120.94,107.98,2023-10-10,2024-01-05
502677,1748,120.21,107.33,2024-01-06,2024-04-23
502678,1748,125.6,112.14,2024-04-24,2024-07-28
502679,1748,138.57,123.72,2024-07-29,9999-12-31
502680,1749,536.42,478.95,2022-01-01,2023-02-08
502681,1749,519.51,463.85,2023-02-09,2023-03-28
502682,1749,572.6,511.25,2023-03-29,2024-05-11
502683,1749,618.91,552.6,2024-05-12,9999-12-31
502684,1750,889.22,793.95,2022-01-01,2023-12-08
502685,1750,926.62,827.34,2023-12-09,2024-03-26
502686,1750,941.57,840.69,2024-03-27,9999-12-31
502687,1751,12.26,10.95,2022-01-01,2024-01-21
502688,1751,12.67,11.31,2024-01-22,2024-02-20
