product_sk,product_code,product_name,category_id,brand,pack_size,uom,valid_from,valid_to,is_current
1517,P103616,Saffola Rice Bran Oil 2L,C05,Saffola,2L,EA,2019-04-01,9999-12-31,True
1518,P103620,24 Mantra Sona Masoori Rice 10kg,C04,24 Mantra,10kg,EA,2019-04-01,9999-12-31,True
1519,P103629,Bisleri Cola 500g,C03,Bisleri,500g,EA,2019-04-01,9999-12-31,True
1520,P103637,Vim Dishwash Bar 500g,C08,Vim,500g,EA,2019-04-01,9999-12-31,True
1521,P103645,Local Mandi Potato 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1522,P103647,Farm Fresh Banana 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
1523,P103654,Heritage Toned Milk 500g,C02,Heritage,500g,EA,2019-04-01,9999-12-31,True
1524,P103661,Cadbury Candy Pack Pack of 10,C13,Cadbury,Pack of 10,EA,2019-04-01,9999-12-31,True
1525,P103668,Gold Winner Rice Bran Oil 1L,C05,Gold Winner,1L,EA,2019-04-01,9999-12-31,True
1526,P103680,Daawat Basmati Rice 10kg,C04,Daawat,10kg,EA,2019-04-01,9999-12-31,True
1527,P103682,Nivea Face Wash 340ml,C07,Nivea,340ml,EA,2019-04-01,9999-12-31,True
1528,P103693,Local Mandi Apple 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1529,P103701,Gold Winner Groundnut Oil 2L,C05,Gold Winner,2L,EA,2019-04-01,9999-12-31,True
1530,P103704,Paper Boat Mineral Water 1L,C03,Paper Boat,1L,EA,2019-04-01,9999-12-31,True
1531,P103712,Pampers Baby Wipes Large,C09,Pampers,Large,EA,2019-04-01,9999-12-31,True
1532,P103719,Mamypoko Baby Wipes Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1533,P103727,McCain French Fries 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1534,P103732,Eastern Sambar Powder 200g,C06,Eastern,200g,EA,2019-04-01,9999-12-31,True
1535,P103743,Daawat Sona Masoori Rice 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
1536,P103749,Unibic Cream Biscuit 60g,C01,Unibic,60g,EA,2019-04-01,9999-12-31,True
1537,P103757,Local Bakery Pav Bun 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
1538,P103760,Britannia Marie Gold 400g,C01,Britannia,400g,EA,2019-04-01,9999-12-31,True
1539,P103766,Eastern Garam Masala 200g,C06,Eastern,200g,EA,2019-04-01,9999-12-31,True
1540,P103777,Aachi Sambar Powder 50g,C06,Aachi,50g,EA,2019-04-01,9999-12-31,True
1541,P103785,Classmate Notebook Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
1542,P103792,Heritage Cheese Slices 200ml,C02,Heritage,200ml,EA,2019-04-01,9999-12-31,True
1543,P103794,Saffola Mustard Oil 2L,C05,Saffola,2L,EA,2019-04-01,9999-12-31,True
1544,P103806,Fortune Basmati Rice 10kg,C04,Fortune,10kg,EA,2019-04-01,9999-12-31,True
1545,P103811,Daawat Chana Dal 10kg,C04,Daawat,10kg,EA,2019-04-01,9999-12-31,True
1546,P103816,Nestle Chewing Gum 50g,C13,Nestle,50g,EA,2019-04-01,9999-12-31,True
1547,P103822,Himalaya Bathing Soap 75g,C07,Himalaya,75g,EA,2019-04-01,9999-12-31,True
1548,P103833,Sundrop Groundnut Oil 2L,C05,Sundrop,2L,EA,2019-04-01,9999-12-31,True
1549,P103839,Perfetti Candy Pack 25g,C13,Perfetti,25g,EA,2019-04-01,9999-12-31,True
1550,P103843,Colgate Body Lotion 340ml,C07,Colgate,340ml,EA,2019-04-01,9999-12-31,True
1551,P103855,Tata Tea Mango Juice 2L,C03,Tata Tea,2L,EA,2019-04-01,9999-12-31,True
1552,P103861,Local Bakery Sandwich Bread Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1553,P103864,Dhara Mustard Oil 2L,C05,Dhara,2L,EA,2019-04-01,9999-12-31,True
1554,P103871,Modern Rusk 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1555,P103882,Lizol Dishwash Bar 500ml,C08,Lizol,500ml,EA,2019-04-01,9999-12-31,True
1556,P103886,Fortune Whole Wheat Atta 1kg,C04,Fortune,1kg,EA,2019-04-01,9999-12-31,True
1557,P103896,Harpic Detergent Powder 1kg,C08,Harpic,1kg,EA,2019-04-01,9999-12-31,True
1558,P103904,Gold Winner Groundnut Oil 1L,C05,Gold Winner,1L,EA,2019-04-01,9999-12-31,True
1559,P103908,Cello Ball Pen Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1560,P103918,Milky Mist Ghee 500g,C02,Milky Mist,500g,EA,2019-04-01,9999-12-31,True
1561,P103922,Unibic Cookies 100g,C01,Unibic,100g,EA,2019-04-01,9999-12-31,True
1562,P103927,Harvest Gold Pav Bun Pack of 2,C11,Harvest Gold,Pack of 2,EA,2019-04-01,9999-12-31,True
1563,P103934,Real Instant Coffee 500g,C03,Real,500g,EA,2019-04-01,9999-12-31,True
1564,P103946,India Gate Chana Dal 10kg,C04,India Gate,10kg,EA,2019-04-01,9999-12-31,True
1565,P103950,Fortune Sunflower Oil 5L,C05,Fortune,5L,EA,2019-04-01,9999-12-31,True
1566,P103958,Britannia Glucose Biscuit 60g,C01,Britannia,60g,EA,2019-04-01,9999-12-31,True
1567,P103964,Local Bakery Sandwich Bread 6 pc,C11,Local Bakery,6 pc,EA,2019-04-01,9999-12-31,True
1568,P103973,Sunfeast Khakhra 400g,C01,Sunfeast,400g,EA,2019-04-01,9999-12-31,True
1569,P103978,Catch Chilli Powder 200g,C06,Catch,200g,EA,2019-04-01,9999-12-31,True
1570,P103986,Thums Up Cola 250g,C03,Thums Up,250g,EA,2019-04-01,9999-12-31,True
1571,P103994,Local Mandi Onion 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1572,P103999,Local Bakery Rusk Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1573,P104008,Local Bakery Sandwich Bread Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1574,P104011,Nandini Ghee 500g,C02,Nandini,500g,EA,2019-04-01,9999-12-31,True
1575,P104023,Amul Butter 500g,C02,Amul,500g,EA,2019-04-01,9999-12-31,True
1576,P104026,Local Bakery Muffin 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
1577,P104032,Patanjali Face Wash 180ml,C07,Patanjali,180ml,EA,2019-04-01,9999-12-31,True
1578,P104042,McCain Idli Batter 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
1579,P104048,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1580,P104058,Himalaya Shampoo 180ml,C07,Himalaya,180ml,EA,2019-04-01,9999-12-31,True
1581,P104064,iD Fresh Frozen Peas 400g,C10,iD Fresh,400g,EA,2019-04-01,9999-12-31,True
1582,P104072,Sundrop Rice Bran Oil 5L,C05,Sundrop,5L,EA,2019-04-01,9999-12-31,True
1583,P104079,Farm Fresh Onion Loose,C12,Farm Fresh,Loose,KG,2019-04-01,9999-12-31,True
1584,P104081,India Gate Basmati Rice 5kg,C04,India Gate,5kg,EA,2019-04-01,9999-12-31,True
1585,P104089,Colgate Bathing Soap 75g,C07,Colgate,75g,EA,2019-04-01,9999-12-31,True
1586,P104097,iD Fresh French Fries 200g,C10,iD Fresh,200g,EA,2019-04-01,9999-12-31,True
1587,P104107,Harpic Fabric Conditioner 500ml,C08,Harpic,500ml,EA,2019-04-01,9999-12-31,True
1588,P104112,McCain French Fries 200g,C10,McCain,200g,EA,2019-04-01,2024-05-31,False
1589,P104121,Amul Choco Candy Pack 25g,C13,Amul Choco,25g,EA,2019-04-01,9999-12-31,True
1590,P104123,ITC Master Chef Idli Batter 400g,C10,ITC Master Chef,400g,EA,2019-04-01,9999-12-31,True
1591,P104133,Local Mandi Apple 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1592,P104139,Farm Fresh Carrot 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
1593,P104149,Eastern Sambar Powder 500g,C06,Eastern,500g,EA,2019-04-01,9999-12-31,True
1594,P104155,Aashirvaad Basmati Rice 5kg,C04,Aashirvaad,5kg,EA,2019-04-01,9999-12-31,True
1595,P104160,Local Mandi Banana 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1596,P104168,Amul Cheese Slices 1L,C02,Amul,1L,EA,2019-04-01,9999-12-31,True
1597,P104175,India Gate Whole Wheat Atta 5kg,C04,India Gate,5kg,EA,2019-04-01,9999-12-31,True
1598,P104181,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1599,P104187,Catch Chilli Powder 500g,C06,Catch,500g,EA,2019-04-01,9999-12-31,True
1600,P104194,Bisleri Mineral Water 600ml,C03,Bisleri,600ml,EA,2019-04-01,9999-12-31,True
1601,P104202,Safal Banana Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
1602,P104212,Lizol Floor Cleaner 200g,C08,Lizol,200g,EA,2019-04-01,9999-12-31,True
1603,P104219,Mamypoko Diapers XL,C09,Mamypoko,XL,EA,2019-04-01,9999-12-31,True
1604,P104226,Fortune Poha 1kg,C04,Fortune,1kg,EA,2019-04-01,9999-12-31,True
1605,P104233,Sundrop Rice Bran Oil 5L,C05,Sundrop,5L,EA,2019-04-01,9999-12-31,True
1606,P104236,Paper Boat Tea Leaf 2L,C03,Paper Boat,2L,EA,2019-04-01,9999-12-31,True
1607,P104242,ITC Master Chef Ready Paratha 400g,C10,ITC Master Chef,400g,EA,2019-04-01,9999-12-31,True
1608,P104251,Sunfeast Marie Gold 150g,C01,Sunfeast,150g,EA,2019-04-01,9999-12-31,True
1609,P104257,Aachi Turmeric Powder 500g,C06,Aachi,500g,EA,2019-04-01,9999-12-31,True
1610,P104266,Dove Toothpaste 180ml,C07,Dove,180ml,EA,2019-04-01,9999-12-31,True
1611,P104270,Saffola Groundnut Oil 1L,C05,Saffola,1L,EA,2019-04-01,9999-12-31,True
1612,P104277,ITC Master Chef Ready Paratha 400g,C10,ITC Master Chef,400g,EA,2019-04-01,9999-12-31,True
1613,P104285,Mother Dairy Cheese Slices 200g,C02,Mother Dairy,200g,EA,2019-04-01,9999-12-31,True
1614,P104294,McCain Idli Batter 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
1615,P104302,Mamypoko Diapers Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1616,P104308,Bikano Marie Gold 60g,C01,Bikano,60g,EA,2019-04-01,9999-12-31,True
1617,P104316,Real Mango Juice 2L,C03,Real,2L,EA,2019-04-01,9999-12-31,True
1618,P104320,Local Mandi Banana Loose,C12,Local Mandi,Loose,KG,2019-04-01,9999-12-31,True
1619,P104328,Heritage Ghee 1L,C02,Heritage,1L,EA,2019-04-01,9999-12-31,True
1620,P104334,Nandini Ghee 1L,C02,Nandini,1L,EA,2019-04-01,9999-12-31,True
1621,P104344,Thums Up Cola 600ml,C03,Thums Up,600ml,EA,2019-04-01,9999-12-31,True
1622,P104351,Saffola Sunflower Oil 5L,C05,Saffola,5L,EA,2019-04-01,9999-12-31,True
1623,P104358,Pampers Diapers Small,C09,Pampers,Small,EA,2019-04-01,9999-12-31,True
1624,P104361,Pampers Baby Soap Large,C09,Pampers,Large,EA,2019-04-01,9999-12-31,True
1625,P104372,Everest Coriander Powder 50g,C06,Everest,50g,EA,2019-04-01,9999-12-31,True
1626,P104378,Cello Pencil Box Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1627,P104382,Nandini Cheese Slices 500g,C02,Nandini,500g,EA,2019-04-01,9999-12-31,True
1628,P104389,Cadbury Candy Pack 50g,C13,Cadbury,50g,EA,2019-04-01,9999-12-31,True
1629,P104401,ITC Master Chef French Fries 400g,C10,ITC Master Chef,400g,EA,2019-04-01,9999-12-31,True
1630,P104404,Johnson's Baby Powder XL,C09,Johnson's,XL,EA,2019-04-01,9999-12-31,True
1631,P104410,Tata Tea Instant Coffee 2L,C03,Tata Tea,2L,EA,2019-04-01,9999-12-31,True
1632,P104417,iD Fresh Frozen Peas 1kg,C10,iD Fresh,1kg,EA,2019-04-01,9999-12-31,True
1633,P104427,Harpic Dishwash Bar 500g,C08,Harpic,500g,EA,2019-04-01,9999-12-31,True
1634,P104435,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1635,P104439,Parle Cookies 150g,C01,Parle,150g,EA,2019-04-01,9999-12-31,True
1636,P104446,Unibic Cream Biscuit 150g,C01,Unibic,150g,EA,2019-04-01,9999-12-31,True
1637,P104454,Harvest Gold Sandwich Bread 6 pc,C11,Harvest Gold,6 pc,EA,2019-04-01,9999-12-31,True
1638,P104462,Eastern Turmeric Powder 50g,C06,Eastern,50g,EA,2019-04-01,9999-12-31,True
1639,P104469,Huggies Baby Wipes XL,C09,Huggies,XL,EA,2019-04-01,9999-12-31,True
1640,P104478,Anmol Namkeen Mix 150g,C01,Anmol,150g,EA,2019-04-01,9999-12-31,True
1641,P104485,Pampers Baby Powder Large,C09,Pampers,Large,EA,2019-04-01,9999-12-31,True
1642,P104487,Nataraj A4 Paper Ream Pack of 5,C14,Nataraj,Pack of 5,EA,2019-04-01,9999-12-31,True
1643,P104497,Amul Cheese Slices 500g,C02,Amul,500g,EA,2019-04-01,9999-12-31,True
1644,P104501,Aashirvaad Whole Wheat Atta 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
1645,P104512,Harvest Gold Pav Bun 6 pc,C11,Harvest Gold,6 pc,EA,2019-04-01,9999-12-31,True
1646,P104517,Daawat Poha 10kg,C04,Daawat,10kg,EA,2019-04-01,9999-12-31,True
1647,P104526,Mother Dairy Butter 200ml,C02,Mother Dairy,200ml,EA,2019-04-01,9999-12-31,True
1648,P104533,Eastern Chilli Powder 50g,C06,Eastern,50g,EA,2019-04-01,9999-12-31,True
1649,P104541,Gold Winner Rice Bran Oil 2L,C05,Gold Winner,2L,EA,2019-04-01,9999-12-31,True
1650,P104544,Aachi Chilli Powder 50g,C06,Aachi,50g,EA,2019-04-01,9999-12-31,True
1651,P104554,Johnson's Baby Powder Small,C09,Johnson's,Small,EA,2019-04-01,9999-12-31,True
1652,P104558,iD Fresh French Fries 200g,C10,iD Fresh,200g,EA,2019-04-01,9999-12-31,True
1653,P104567,McCain French Fries 400g,C10,McCain,400g,EA,2019-04-01,9999-12-31,True
1654,P104572,English Oven Pav Bun 6 pc,C11,English Oven,6 pc,EA,2019-04-01,9999-12-31,True
1655,P104579,Local Mandi Banana 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1656,P104587,Everest Sambar Powder 200g,C06,Everest,200g,EA,2019-04-01,9999-12-31,True
1657,P104593,Huggies Baby Wipes Small,C09,Huggies,Small,EA,2019-04-01,9999-12-31,True
1658,P104600,Modern Pav Bun 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1659,P104606,Sumeru Frozen Peas 200g,C10,Sumeru,200g,EA,2019-04-01,9999-12-31,True
1660,P104617,Anmol Cream Biscuit 250g,C01,Anmol,250g,EA,2019-04-01,9999-12-31,True
1661,P104625,Local Mandi Potato 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1662,P104628,Nestle Milk Chocolate 100g,C13,Nestle,100g,EA,2019-04-01,9999-12-31,True
1663,P104637,ITC Master Chef Frozen Peas 400g,C10,ITC Master Chef,400g,EA,2019-04-01,9999-12-31,True
1664,P104645,Aashirvaad Sona Masoori Rice 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
1665,P104651,Johnson's Baby Powder Large,C09,Johnson's,Large,EA,2019-04-01,9999-12-31,True
1666,P104658,Amul Paneer 500g,C02,Amul,500g,EA,2019-04-01,9999-12-31,True
1667,P104665,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1668,P104670,Sunfeast Khakhra 150g,C01,Sunfeast,150g,EA,2019-04-01,9999-12-31,True
1669,P104676,Bikano Cookies 60g,C01,Bikano,60g,EA,2019-04-01,9999-12-31,True
1670,P104688,English Oven Muffin Pack of 2,C11,English Oven,Pack of 2,EA,2019-04-01,9999-12-31,True
1671,P104695,Catch Sambar Powder 200g,C06,Catch,200g,EA,2019-04-01,9999-12-31,True
1672,P104700,Daawat Basmati Rice 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
1673,P104708,Paper Boat Tea Leaf 1L,C03,Paper Boat,1L,EA,2019-04-01,2024-05-31,False
1674,P104715,Comfort Detergent Powder 1kg,C08,Comfort,1kg,EA,2019-04-01,9999-12-31,True
1675,P104718,Sumeru Frozen Peas 1kg,C10,Sumeru,1kg,EA,2019-04-01,9999-12-31,True
1676,P104725,Amul Choco Milk Chocolate Pack of 10,C13,Amul Choco,Pack of 10,EA,2019-04-01,2024-05-31,False
1677,P104733,Mamaearth Face Wash 100g,C07,Mamaearth,100g,EA,2019-04-01,9999-12-31,True
1678,P104739,Real Tea Leaf 2L,C03,Real,2L,EA,2019-04-01,9999-12-31,True
1679,P104747,Sumeru Idli Batter 400g,C10,Sumeru,400g,EA,2019-04-01,9999-12-31,True
1680,P104756,Mamypoko Baby Wipes Large,C09,Mamypoko,Large,EA,2019-04-01,9999-12-31,True
1681,P104765,Nataraj Ball Pen 1 pc,C14,Nataraj,1 pc,EA,2019-04-01,9999-12-31,True
1682,P104772,Bisleri Mineral Water 2L,C03,Bisleri,2L,EA,2019-04-01,9999-12-31,True
1683,P104774,Local Bakery Rusk Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1684,P104784,Cello Notebook Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1685,P104789,Local Mandi Tomato 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1686,P104800,Pampers Diapers XL,C09,Pampers,XL,EA,2019-04-01,9999-12-31,True
1687,P104802,Perfetti Chewing Gum 100g,C13,Perfetti,100g,EA,2019-04-01,9999-12-31,True
1688,P104811,Patanjali Body Lotion 180ml,C07,Patanjali,180ml,EA,2019-04-01,9999-12-31,True
1689,P104820,Tata Tea Mineral Water 2L,C03,Tata Tea,2L,EA,2019-04-01,9999-12-31,True
1690,P104827,Farm Fresh Tomato 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
1691,P104831,Pampers Baby Powder Small,C09,Pampers,Small,EA,2019-04-01,9999-12-31,True
1693,P104844,Heritage Ghee 500g,C02,Heritage,500g,EA,2019-04-01,9999-12-31,True
1694,P104854,Farm Fresh Potato 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
1695,P104858,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1696,P104867,Local Bakery Pav Bun Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1697,P104872,Classmate Notebook 1 pc,C14,Classmate,1 pc,EA,2019-04-01,9999-12-31,True
1698,P104883,Amul Butter 200g,C02,Amul,200g,EA,2019-04-01,9999-12-31,True
1699,P104891,Johnson's Baby Soap Small,C09,Johnson's,Small,EA,2019-04-01,9999-12-31,True
1700,P104898,Local Bakery Rusk 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
1701,P104902,Harpic Fabric Conditioner 500ml,C08,Harpic,500ml,EA,2019-04-01,9999-12-31,True
1702,P104909,Farm Fresh Tomato Loose,C12,Farm Fresh,Loose,KG,2019-04-01,9999-12-31,True
1703,P104916,Lizol Fabric Conditioner 500ml,C08,Lizol,500ml,EA,2019-04-01,9999-12-31,True
1704,P104921,Dove Body Lotion 340ml,C07,Dove,340ml,EA,2019-04-01,9999-12-31,True
1705,P104933,Colgate Bathing Soap 75g,C07,Colgate,75g,EA,2019-04-01,9999-12-31,True
1706,P104938,Mamypoko Baby Wipes Small,C09,Mamypoko,Small,EA,2019-04-01,9999-12-31,True
1707,P104944,Perfetti Dark Chocolate 25g,C13,Perfetti,25g,EA,2019-04-01,9999-12-31,True
1708,P104950,Sunfeast Cookies 400g,C01,Sunfeast,400g,EA,2019-04-01,9999-12-31,True
1709,P104956,Cadbury Chewing Gum 50g,C13,Cadbury,50g,EA,2019-04-01,9999-12-31,True
1710,P104965,Harvest Gold Muffin Pack of 2,C11,Harvest Gold,Pack of 2,EA,2019-04-01,9999-12-31,True
1711,P104975,Fortune Whole Wheat Atta 1kg,C04,Fortune,1kg,EA,2019-04-01,9999-12-31,True
1712,P104980,English Oven Sandwich Bread Pack of 2,C11,English Oven,Pack of 2,EA,2019-04-01,9999-12-31,True
1713,P104986,Cadbury Milk Chocolate Pack of 10,C13,Cadbury,Pack of 10,EA,2019-04-01,9999-12-31,True
1714,P104992,Aashirvaad Toor Dal 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
1715,P105003,Lizol Detergent Powder 200g,C08,Lizol,200g,EA,2019-04-01,9999-12-31,True
1716,P105009,Bikano Glucose Biscuit 250g,C01,Bikano,250g,EA,2019-04-01,9999-12-31,True
1717,P105017,Vim Dishwash Bar 500ml,C08,Vim,500ml,EA,2019-04-01,9999-12-31,True
1718,P105021,Mamypoko Baby Powder Small,C09,Mamypoko,Small,EA,2019-04-01,9999-12-31,True
1719,P105030,Amul Choco Milk Chocolate 25g,C13,Amul Choco,25g,EA,2019-04-01,9999-12-31,True
1720,P105035,Safal Potato 1kg,C12,Safal,1kg,KG,2019-04-01,9999-12-31,True
1721,P105042,Parle Cookies 60g,C01,Parle,60g,EA,2019-04-01,9999-12-31,True
1722,P105050,Nandini Curd 200ml,C02,Nandini,200ml,EA,2019-04-01,9999-12-31,True
1723,P105057,Nestle Dark Chocolate 50g,C13,Nestle,50g,EA,2019-04-01,9999-12-31,True
1724,P105062,Anmol Cream Biscuit 400g,C01,Anmol,400g,EA,2019-04-01,9999-12-31,True
1725,P105069,Tata Tea Instant Coffee 2L,C03,Tata Tea,2L,EA,2019-04-01,9999-12-31,True
1726,P105075,Britannia Glucose Biscuit 400g,C01,Britannia,400g,EA,2019-04-01,9999-12-31,True
1727,P105083,Harpic Floor Cleaner 500ml,C08,Harpic,500ml,EA,2019-04-01,9999-12-31,True
1728,P105092,Bisleri Instant Coffee 2L,C03,Bisleri,2L,EA,2019-04-01,2024-05-31,False
1729,P105100,Nestle Candy Pack 25g,C13,Nestle,25g,EA,2019-04-01,9999-12-31,True
1730,P105106,Sunfeast Marie Gold 100g,C01,Sunfeast,100g,EA,2019-04-01,9999-12-31,True
1731,P105112,Modern Rusk Pack of 2,C11,Modern,Pack of 2,EA,2019-04-01,9999-12-31,True
1732,P105119,Amul Choco Milk Chocolate 50g,C13,Amul Choco,50g,EA,2019-04-01,9999-12-31,True
1733,P105127,Local Bakery Muffin 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
1734,P105136,Farm Fresh Potato 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
1735,P105139,iD Fresh Idli Batter 200g,C10,iD Fresh,200g,EA,2019-04-01,9999-12-31,True
1736,P105145,India Gate Whole Wheat Atta 1kg,C04,India Gate,1kg,EA,2019-04-01,9999-12-31,True
1737,P105155,Eastern Turmeric Powder 500g,C06,Eastern,500g,EA,2019-04-01,9999-12-31,True
1738,P105164,India Gate Basmati Rice 5kg,C04,India Gate,5kg,EA,2019-04-01,9999-12-31,True
1739,P105167,Dhara Sunflower Oil 2L,C05,Dhara,2L,EA,2019-04-01,9999-12-31,True
1740,P105176,Dove Toothpaste 180ml,C07,Dove,180ml,EA,2019-04-01,9999-12-31,True
1741,P105180,Parle Marie Gold 60g,C01,Parle,60g,EA,2019-04-01,9999-12-31,True
1742,P105187,Fortune Chana Dal 5kg,C04,Fortune,5kg,EA,2019-04-01,9999-12-31,True
1743,P105198,Cello A4 Paper Ream Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1744,P105201,Gold Winner Mustard Oil 5L,C05,Gold Winner,5L,EA,2019-04-01,9999-12-31,True
1745,P105209,Lizol Floor Cleaner 500ml,C08,Lizol,500ml,EA,2019-04-01,9999-12-31,True
1746,P105219,Himalaya Toothpaste 75g,C07,Himalaya,75g,EA,2019-04-01,9999-12-31,True
1747,P105227,Cello Ball Pen Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1748,P105230,Nataraj Ball Pen 500 sheets,C14,Nataraj,500 sheets,EA,2019-04-01,9999-12-31,True
1749,P105236,Pampers Baby Powder Small,C09,Pampers,Small,EA,2019-04-01,9999-12-31,True
1750,P105246,Sundrop Groundnut Oil 1L,C05,Sundrop,1L,EA,2019-04-01,9999-12-31,True
1751,P105252,Anmol Cookies 400g,C01,Anmol,400g,EA,2019-04-01,9999-12-31,True
1752,P105260,Camlin Notebook Pack of 5,C14,Camlin,Pack of 5,EA,2019-04-01,9999-12-31,True
1753,P105268,Amul Choco Milk Chocolate Pack of 10,C13,Amul Choco,Pack of 10,EA,2019-04-01,9999-12-31,True
1754,P105272,iD Fresh Frozen Peas 1kg,C10,iD Fresh,1kg,EA,2019-04-01,9999-12-31,True
1755,P105280,Heritage Paneer 200ml,C02,Heritage,200ml,EA,2019-04-01,9999-12-31,True
1756,P105288,Safal Carrot Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
1757,P105294,Cadbury Candy Pack 50g,C13,Cadbury,50g,EA,2019-04-01,9999-12-31,True
1758,P105302,Mother Dairy Toned Milk 200ml,C02,Mother Dairy,200ml,EA,2019-04-01,9999-12-31,True
1759,P105307,Gold Winner Sunflower Oil 2L,C05,Gold Winner,2L,EA,2019-04-01,9999-12-31,True
1760,P105313,Local Mandi Tomato 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1761,P105323,Catch Coriander Powder 200g,C06,Catch,200g,EA,2019-04-01,9999-12-31,True
1762,P105331,Nandini Toned Milk 1L,C02,Nandini,1L,EA,2019-04-01,9999-12-31,True
1763,P105337,Local Bakery Sandwich Bread 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
1764,P105345,Aachi Coriander Powder 200g,C06,Aachi,200g,EA,2019-04-01,9999-12-31,True
1765,P105351,Cadbury Milk Chocolate 25g,C13,Cadbury,25g,EA,2019-04-01,9999-12-31,True
1766,P105356,MDH Sambar Powder 100g,C06,MDH,100g,EA,2019-04-01,9999-12-31,True
1767,P105365,Johnson's Baby Wipes Large,C09,Johnson's,Large,EA,2019-04-01,9999-12-31,True
1768,P105369,Nestle Candy Pack 25g,C13,Nestle,25g,EA,2019-04-01,9999-12-31,True
2002,P107012,Modern Rusk 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1769,P105377,Classmate Ball Pen 500 sheets,C14,Classmate,500 sheets,EA,2019-04-01,9999-12-31,True
1770,P105384,McCain Idli Batter 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
1771,P105394,Tata Tea Soda 1L,C03,Tata Tea,1L,EA,2019-04-01,9999-12-31,True
1772,P105400,Unibic Namkeen Mix 150g,C01,Unibic,150g,EA,2019-04-01,9999-12-31,True
1773,P105405,Sundrop Mustard Oil 5L,C05,Sundrop,5L,EA,2019-04-01,9999-12-31,True
1774,P105413,Huggies Diapers Small,C09,Huggies,Small,EA,2019-04-01,2024-05-31,False
1775,P105418,Perfetti Dark Chocolate 50g,C13,Perfetti,50g,EA,2019-04-01,9999-12-31,True
